,y
2297,1.0
2298,1.0
2299,1.0
2300,1.0
2301,0.0
2302,0.0
2303,1.0
2304,1.0
2305,1.0
2306,0.0
2307,1.0
2308,0.0
2309,1.0
2310,1.0
2311,0.0
2312,1.0
2313,0.0
2314,1.0
2315,0.0
2316,1.0
2317,1.0
2318,1.0
2319,1.0
2320,0.0
2321,0.0
2322,1.0
2323,0.0
2324,0.0
2325,1.0
2326,1.0
2327,1.0
2328,0.0
2329,0.0
2330,0.0
2331,1.0
2332,0.0
2333,0.0
2334,0.0
2335,0.0
2336,0.0
2337,0.0
2338,1.0
2339,1.0
2340,0.0
2341,1.0
2342,0.0
2343,0.0
2344,1.0
2345,1.0
2346,0.0
2347,1.0
2348,1.0
2349,1.0
2350,1.0
2351,1.0
2352,1.0
2353,1.0
2354,1.0
2355,1.0
2356,0.0
2357,1.0
2358,0.0
2359,0.0
2360,1.0
2361,0.0
2362,0.0
2363,0.0
2364,0.0
2365,0.0
2366,1.0
2367,1.0
2368,0.0
2369,0.0
2370,0.0
2371,1.0
2372,0.0
2373,1.0
2374,0.0
2375,0.0
2376,1.0
2377,0.0
2378,0.0
2379,0.0
2380,1.0
2381,0.0
2382,1.0
2383,0.0
2384,1.0
2385,1.0
2386,0.0
2387,0.0
2388,0.0
2389,1.0
2390,1.0
2391,1.0
2392,1.0
2393,1.0
2394,0.0
2395,1.0
2396,1.0
2397,0.0
2398,1.0
2399,1.0
2400,0.0
2401,0.0
2402,0.0
2403,0.0
2404,0.0
2405,0.0
2406,0.0
2407,1.0
2408,0.0
2409,0.0
2410,1.0
2411,0.0
2412,1.0
2413,0.0
2414,0.0
2415,0.0
2416,1.0
2417,1.0
2418,1.0
2419,1.0
2420,0.0
2421,0.0
2422,0.0
2423,1.0
2424,1.0
2425,0.0
2426,1.0
2427,0.0
2428,1.0
2429,0.0
2430,1.0
2431,1.0
2432,0.0
2433,1.0
2434,0.0
2435,1.0
2436,0.0
2437,0.0
2438,0.0
2439,1.0
2440,0.0
2441,1.0
2442,1.0
2443,0.0
2444,1.0
2445,0.0
2446,0.0
2447,0.0
2448,1.0
2449,0.0
2450,0.0
2451,1.0
2452,0.0
2453,0.0
2454,1.0
2455,0.0
2456,1.0
2457,0.0
2458,0.0
2459,0.0
2460,0.0
2461,1.0
2462,1.0
2463,1.0
2464,1.0
2465,1.0
2466,0.0
2467,1.0
2468,0.0
2469,1.0
2470,1.0
2471,1.0
2472,1.0
2473,0.0
2474,1.0
2475,1.0
2476,1.0
2477,1.0
2478,1.0
2479,0.0
2480,1.0
2481,1.0
2482,1.0
2483,1.0
2484,0.0
2485,1.0
2486,0.0
2487,1.0
2488,1.0
2489,1.0
2490,0.0
2491,1.0
2492,1.0
2493,1.0
2494,1.0
2495,1.0
2496,1.0
2497,0.0
2498,0.0
2499,1.0
2500,1.0
2501,1.0
2502,1.0
2503,1.0
2504,1.0
2505,0.0
2506,0.0
2507,0.0
2508,1.0
2509,0.0
2510,0.0
2511,0.0
2512,0.0
2513,0.0
2514,1.0
2515,0.0
2516,1.0
2517,1.0
2518,1.0
2519,0.0
2520,1.0
2521,1.0
2522,1.0
2523,0.0
2524,1.0
2525,1.0
2526,0.0
2527,0.0
2528,0.0
2529,0.0
2530,1.0
2531,0.0
2532,1.0
2533,0.0
2534,0.0
2535,0.0
2536,0.0
2537,0.0
2538,1.0
2539,0.0
2540,0.0
2541,1.0
2542,1.0
2543,0.0
2544,0.0
2545,1.0
2546,0.0
2547,1.0
2548,1.0
2549,0.0
2550,0.0
2551,0.0
2552,1.0
2553,0.0
2554,1.0
2555,1.0
2556,0.0
2557,1.0
2558,1.0
2559,1.0
2560,1.0
2561,0.0
2562,0.0
2563,1.0
2564,0.0
2565,0.0
2566,0.0
2567,1.0
2568,1.0
2569,1.0
2570,1.0
2571,0.0
2572,0.0
2573,0.0
2574,1.0
2575,1.0
2576,1.0
2577,1.0
2578,0.0
2579,1.0
2580,1.0
2581,0.0
2582,1.0
2583,0.0
2584,0.0
2585,0.0
2586,1.0
2587,0.0
2588,0.0
2589,0.0
2590,0.0
2591,0.0
2592,0.0
2593,0.0
2594,0.0
2595,0.0
2596,0.0
2597,1.0
2598,1.0
2599,0.0
2600,0.0
2601,1.0
2602,0.0
2603,1.0
2604,1.0
2605,1.0
2606,1.0
2607,0.0
2608,1.0
2609,1.0
2610,1.0
2611,1.0
2612,1.0
2613,0.0
2614,0.0
2615,0.0
2616,1.0
2617,0.0
2618,0.0
2619,0.0
2620,1.0
2621,1.0
2622,1.0
2623,0.0
2624,1.0
2625,1.0
2626,0.0
2627,1.0
2628,0.0
2629,0.0
2630,0.0
2631,1.0
2632,0.0
2633,0.0
2634,1.0
2635,1.0
2636,0.0
2637,0.0
2638,1.0
2639,1.0
2640,0.0
2641,1.0
2642,1.0
2643,0.0
2644,0.0
2645,1.0
2646,0.0
2647,0.0
2648,0.0
2649,1.0
2650,1.0
2651,1.0
2652,1.0
2653,0.0
2654,1.0
2655,1.0
2656,0.0
2657,1.0
2658,1.0
2659,0.0
2660,0.0
2661,1.0
2662,0.0
2663,0.0
2664,0.0
2665,0.0
2666,1.0
2667,1.0
2668,1.0
2669,0.0
2670,1.0
2671,0.0
2672,1.0
2673,0.0
2674,1.0
2675,1.0
2676,1.0
2677,1.0
2678,1.0
2679,0.0
2680,0.0
2681,1.0
2682,1.0
2683,0.0
2684,1.0
2685,1.0
2686,1.0
2687,1.0
2688,0.0
2689,1.0
2690,1.0
2691,1.0
2692,1.0
2693,1.0
2694,0.0
2695,0.0
2696,1.0
2697,0.0
2698,1.0
2699,0.0
2700,0.0
2701,1.0
2702,1.0
2703,0.0
2704,1.0
2705,0.0
2706,0.0
2707,1.0
2708,0.0
2709,0.0
2710,1.0
2711,1.0
2712,1.0
2713,0.0
2714,1.0
2715,1.0
2716,0.0
2717,1.0
2718,1.0
2719,0.0
2720,1.0
2721,0.0
2722,1.0
2723,1.0
2724,1.0
2725,0.0
2726,1.0
2727,1.0
2728,1.0
2729,1.0
2730,1.0
2731,0.0
2732,0.0
2733,0.0
2734,1.0
2735,0.0
2736,0.0
2737,1.0
2738,0.0
2739,0.0
2740,0.0
2741,1.0
2742,0.0
2743,1.0
2744,0.0
2745,0.0
2746,0.0
2747,0.0
2748,0.0
2749,1.0
2750,0.0
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,0.0
2756,0.0
2757,0.0
2758,1.0
2759,0.0
2760,0.0
2761,0.0
2762,1.0
2763,0.0
2764,0.0
2765,0.0
2766,0.0
2767,1.0
2768,1.0
2769,1.0
2770,1.0
2771,0.0
2772,0.0
2773,1.0
2774,0.0
2775,1.0
2776,0.0
2777,0.0
2778,1.0
2779,1.0
2780,1.0
2781,0.0
2782,0.0
2783,0.0
2784,0.0
2785,1.0
2786,0.0
2787,1.0
2788,0.0
2789,0.0
2790,1.0
2791,0.0
2792,0.0
2793,1.0
2794,0.0
2795,0.0
2796,1.0
2797,1.0
2798,0.0
2799,1.0
2800,0.0
2801,1.0
2802,0.0
2803,0.0
2804,1.0
2805,1.0
2806,0.0
2807,0.0
2808,0.0
2809,1.0
2810,0.0
2811,1.0
2812,0.0
2813,1.0
2814,0.0
2815,0.0
2816,0.0
2817,0.0
2818,1.0
2819,0.0
2820,0.0
2821,0.0
2822,1.0
2823,0.0
2824,1.0
2825,0.0
2826,0.0
2827,1.0
2828,1.0
2829,0.0
2830,1.0
2831,1.0
2832,1.0
2833,1.0
2834,1.0
2835,1.0
2836,0.0
2837,1.0
2838,0.0
2839,1.0
2840,0.0
2841,1.0
2842,1.0
2843,0.0
2844,1.0
2845,0.0
2846,1.0
2847,1.0
2848,0.0
2849,0.0
2850,0.0
2851,1.0
2852,0.0
2853,0.0
2854,1.0
2855,1.0
2856,1.0
2857,1.0
2858,1.0
2859,1.0
2860,0.0
2861,0.0
2862,1.0
2863,0.0
2864,1.0
2865,0.0
2866,0.0
2867,1.0
2868,0.0
2869,1.0
2870,1.0
2871,1.0
2872,1.0
2873,1.0
2874,1.0
2875,0.0
2876,0.0
2877,1.0
2878,0.0
2879,0.0
2880,0.0
2881,1.0
2882,0.0
2883,1.0
2884,1.0
2885,0.0
2886,0.0
2887,0.0
2888,1.0
2889,0.0
2890,1.0
2891,0.0
2892,1.0
2893,0.0
2894,1.0
2895,1.0
2896,0.0
2897,1.0
2898,1.0
2899,0.0
2900,0.0
2901,0.0
2902,1.0
2903,0.0
2904,1.0
2905,0.0
2906,1.0
2907,0.0
2908,1.0
2909,1.0
2910,1.0
2911,1.0
2912,0.0
2913,0.0
2914,0.0
2915,1.0
2916,1.0
2917,1.0
2918,0.0
2919,0.0
2920,0.0
2921,0.0
2922,1.0
2923,1.0
2924,1.0
2925,0.0
2926,0.0
2927,0.0
2928,0.0
2929,1.0
2930,0.0
2931,0.0
2932,0.0
2933,0.0
2934,1.0
2935,0.0
2936,1.0
2937,1.0
2938,1.0
2939,0.0
2940,1.0
2941,1.0
2942,1.0
2943,0.0
2944,0.0
2945,0.0
2946,1.0
2947,1.0
2948,1.0
2949,0.0
2950,0.0
2951,1.0
2952,0.0
2953,0.0
2954,1.0
2955,1.0
2956,1.0
2957,0.0
2958,1.0
2959,0.0
2960,0.0
2961,0.0
2962,0.0
2963,1.0
2964,0.0
2965,0.0
2966,0.0
2967,1.0
2968,0.0
2969,0.0
2970,1.0
2971,1.0
2972,0.0
2973,1.0
2974,1.0
2975,1.0
2976,0.0
2977,1.0
2978,1.0
2979,1.0
2980,0.0
2981,0.0
2982,0.0
2983,0.0
2984,0.0
2985,1.0
2986,0.0
2987,0.0
2988,1.0
2989,0.0
2990,0.0
2991,0.0
2992,1.0
2993,0.0
2994,1.0
2995,1.0
2996,0.0
2997,1.0
2998,0.0
2999,1.0
3000,0.0
3001,0.0
3002,1.0
3003,0.0
3004,0.0
3005,0.0
3006,1.0
3007,0.0
3008,1.0
3009,0.0
3010,0.0
3011,1.0
3012,0.0
3013,1.0
3014,0.0
3015,1.0
3016,0.0
3017,1.0
3018,0.0
3019,0.0
3020,0.0
3021,0.0
3022,0.0
3023,0.0
3024,0.0
3025,1.0
3026,0.0
3027,0.0
3028,1.0
3029,0.0
3030,1.0
3031,0.0
3032,0.0
3033,1.0
3034,1.0
3035,1.0
3036,1.0
3037,0.0
3038,0.0
3039,1.0
3040,0.0
3041,0.0
3042,0.0
3043,1.0
3044,1.0
3045,0.0
3046,0.0
3047,1.0
3048,0.0
3049,0.0
3050,1.0
3051,1.0
3052,1.0
3053,1.0
3054,1.0
3055,1.0
3056,0.0
3057,0.0
3058,1.0
3059,0.0
3060,1.0
3061,0.0
3062,1.0
3063,0.0
3064,0.0
3065,1.0
3066,1.0
3067,1.0
3068,1.0
3069,1.0
3070,1.0
3071,1.0
3072,1.0
3073,1.0
3074,0.0
3075,0.0
3076,1.0
3077,0.0
3078,1.0
3079,1.0
3080,1.0
3081,1.0
3082,1.0
3083,1.0
3084,1.0
3085,0.0
3086,0.0
3087,1.0
3088,1.0
3089,1.0
3090,1.0
3091,0.0
3092,0.0
3093,1.0
3094,0.0
3095,0.0
3096,0.0
3097,0.0
3098,0.0
3099,0.0
3100,1.0
3101,1.0
3102,1.0
3103,0.0
3104,0.0
3105,1.0
3106,1.0
3107,1.0
3108,0.0
3109,0.0
3110,0.0
3111,0.0
3112,0.0
3113,1.0
3114,1.0
3115,0.0
3116,0.0
3117,0.0
3118,0.0
3119,0.0
3120,1.0
3121,0.0
3122,0.0
3123,1.0
3124,0.0
3125,0.0
3126,0.0
3127,1.0
3128,0.0
3129,0.0
3130,1.0
3131,1.0
3132,1.0
3133,1.0
3134,0.0
3135,0.0
3136,0.0
3137,1.0
3138,0.0
3139,0.0
3140,0.0
3141,0.0
3142,0.0
3143,0.0
3144,1.0
3145,1.0
3146,0.0
3147,1.0
3148,1.0
3149,0.0
3150,0.0
3151,1.0
3152,0.0
3153,0.0
3154,0.0
3155,1.0
3156,1.0
3157,0.0
3158,0.0
3159,1.0
3160,0.0
3161,0.0
3162,0.0
3163,1.0
3164,0.0
3165,0.0
3166,1.0
3167,1.0
3168,0.0
3169,1.0
3170,0.0
3171,0.0
3172,1.0
3173,0.0
3174,0.0
3175,1.0
3176,0.0
3177,0.0
3178,1.0
3179,1.0
3180,0.0
3181,0.0
3182,1.0
3183,1.0
3184,0.0
3185,1.0
3186,1.0
3187,0.0
3188,1.0
3189,0.0
3190,1.0
3191,1.0
3192,1.0
3193,0.0
3194,1.0
3195,1.0
3196,1.0
3197,0.0
3198,1.0
3199,0.0
3200,1.0
3201,1.0
3202,1.0
3203,0.0
3204,1.0
3205,0.0
3206,0.0
3207,0.0
3208,0.0
3209,0.0
3210,0.0
3211,1.0
3212,1.0
3213,1.0
3214,1.0
3215,0.0
3216,0.0
3217,0.0
3218,0.0
3219,1.0
3220,0.0
3221,1.0
3222,1.0
3223,0.0
3224,1.0
3225,1.0
3226,1.0
3227,0.0
3228,0.0
3229,1.0
3230,1.0
3231,1.0
3232,1.0
3233,1.0
3234,1.0
3235,1.0
3236,0.0
3237,1.0
3238,1.0
3239,1.0
3240,1.0
3241,1.0
3242,1.0
3243,1.0
3244,1.0
3245,1.0
3246,1.0
3247,1.0
3248,1.0
3249,1.0
3250,1.0
3251,1.0
3252,1.0
3253,0.0
3254,0.0
3255,0.0
3256,1.0
3257,0.0
3258,0.0
3259,1.0
3260,1.0
3261,0.0
3262,0.0
3263,1.0
3264,0.0
3265,1.0
3266,0.0
3267,1.0
3268,0.0
3269,0.0
3270,0.0
3271,0.0
3272,0.0
3273,0.0
3274,0.0
3275,1.0
3276,0.0
3277,0.0
3278,0.0
3279,0.0
3280,0.0
3281,0.0
3282,0.0
3283,0.0
3284,0.0
3285,1.0
3286,0.0
3287,0.0
3288,1.0
3289,1.0
3290,0.0
3291,0.0
3292,1.0
3293,1.0
3294,1.0
3295,0.0
3296,0.0
3297,0.0
3298,0.0
3299,0.0
3300,1.0
3301,1.0
3302,1.0
3303,1.0
3304,1.0
3305,1.0
3306,1.0
3307,0.0
3308,0.0
3309,0.0
3310,0.0
3311,1.0
3312,1.0
3313,1.0
3314,0.0
3315,1.0
3316,0.0
3317,0.0
3318,1.0
3319,1.0
3320,0.0
3321,1.0
3322,0.0
3323,0.0
3324,1.0
3325,1.0
3326,0.0
3327,1.0
3328,1.0
3329,0.0
3330,0.0
3331,0.0
3332,1.0
3333,1.0
3334,0.0
3335,1.0
3336,0.0
3337,0.0
3338,1.0
3339,0.0
3340,0.0
3341,0.0
3342,0.0
3343,0.0
3344,1.0
3345,1.0
3346,0.0
3347,1.0
3348,1.0
3349,1.0
3350,1.0
3351,0.0
3352,0.0
3353,1.0
3354,1.0
3355,1.0
3356,1.0
3357,1.0
3358,1.0
3359,1.0
3360,0.0
3361,1.0
3362,0.0
3363,1.0
3364,0.0
3365,1.0
3366,1.0
3367,1.0
3368,0.0
3369,0.0
3370,0.0
3371,1.0
3372,1.0
3373,1.0
3374,0.0
3375,1.0
3376,1.0
3377,0.0
3378,1.0
3379,1.0
3380,1.0
3381,1.0
3382,1.0
3383,1.0
3384,0.0
3385,0.0
3386,1.0
3387,1.0
3388,0.0
3389,0.0
3390,1.0
3391,1.0
3392,0.0
3393,1.0
3394,0.0
3395,1.0
3396,0.0
3397,1.0
3398,1.0
3399,1.0
3400,1.0
3401,1.0
3402,1.0
3403,0.0
3404,1.0
3405,0.0
3406,0.0
3407,1.0
3408,0.0
3409,0.0
3410,0.0
3411,0.0
3412,1.0
3413,1.0
3414,1.0
3415,0.0
3416,0.0
3417,0.0
3418,0.0
3419,0.0
3420,1.0
3421,0.0
3422,1.0
3423,0.0
3424,1.0
3425,0.0
3426,0.0
3427,0.0
3428,1.0
3429,0.0
3430,0.0
3431,1.0
3432,0.0
3433,0.0
3434,1.0
3435,0.0
3436,1.0
3437,1.0
3438,1.0
3439,1.0
3440,1.0
3441,1.0
3442,1.0
3443,0.0
3444,0.0
3445,1.0
3446,0.0
3447,0.0
3448,0.0
3449,1.0
3450,0.0
3451,1.0
3452,1.0
3453,1.0
3454,1.0
3455,1.0
3456,1.0
3457,1.0
3458,0.0
3459,1.0
3460,0.0
3461,0.0
3462,0.0
3463,0.0
3464,0.0
3465,0.0
3466,1.0
3467,0.0
3468,0.0
3469,1.0
3470,1.0
3471,0.0
3472,1.0
3473,0.0
3474,0.0
3475,0.0
3476,1.0
3477,1.0
3478,1.0
3479,1.0
3480,1.0
3481,1.0
3482,0.0
3483,1.0
3484,0.0
3485,1.0
3486,0.0
3487,1.0
3488,1.0
3489,1.0
3490,1.0
3491,0.0
3492,1.0
3493,1.0
3494,0.0
3495,0.0
3496,1.0
3497,1.0
3498,0.0
3499,0.0
3500,0.0
3501,1.0
3502,1.0
3503,1.0
3504,0.0
3505,1.0
3506,1.0
3507,0.0
3508,0.0
3509,0.0
3510,0.0
3511,1.0
3512,1.0
3513,1.0
3514,0.0
3515,0.0
3516,1.0
3517,1.0
3518,0.0
3519,0.0
3520,1.0
3521,1.0
3522,1.0
3523,0.0
3524,0.0
3525,1.0
3526,0.0
3527,0.0
3528,1.0
3529,0.0
3530,1.0
3531,0.0
3532,0.0
3533,1.0
3534,0.0
3535,1.0
3536,0.0
3537,0.0
3538,1.0
3539,1.0
3540,0.0
3541,1.0
3542,0.0
3543,1.0
3544,0.0
3545,0.0
3546,1.0
3547,1.0
3548,1.0
3549,0.0
3550,1.0
3551,0.0
3552,1.0
3553,1.0
3554,0.0
3555,0.0
3556,1.0
3557,1.0
3558,0.0
3559,1.0
3560,1.0
3561,0.0
3562,1.0
3563,0.0
3564,1.0
3565,0.0
3566,1.0
3567,0.0
3568,0.0
3569,0.0
3570,1.0
3571,0.0
3572,1.0
3573,1.0
3574,0.0
3575,0.0
3576,1.0
3577,0.0
3578,1.0
3579,1.0
3580,1.0
3581,1.0
3582,0.0
3583,1.0
3584,1.0
3585,1.0
3586,0.0
3587,0.0
3588,0.0
3589,1.0
3590,0.0
3591,0.0
3592,1.0
3593,1.0
3594,1.0
3595,0.0
3596,1.0
3597,1.0
3598,0.0
3599,0.0
3600,1.0
3601,0.0
3602,1.0
3603,1.0
3604,0.0
3605,1.0
3606,0.0
3607,1.0
3608,1.0
3609,1.0
3610,1.0
3611,1.0
3612,0.0
3613,1.0
3614,1.0
3615,0.0
3616,0.0
3617,1.0
3618,1.0
3619,0.0
3620,0.0
3621,1.0
3622,1.0
3623,0.0
3624,0.0
3625,1.0
3626,1.0
3627,1.0
3628,0.0
3629,1.0
3630,0.0
3631,0.0
3632,0.0
3633,1.0
3634,1.0
3635,0.0
3636,1.0
3637,0.0
3638,0.0
3639,1.0
3640,1.0
3641,1.0
3642,0.0
3643,1.0
3644,1.0
3645,0.0
3646,1.0
3647,1.0
3648,1.0
3649,1.0
3650,1.0
3651,1.0
3652,0.0
3653,0.0
3654,1.0
3655,1.0
3656,0.0
3657,1.0
3658,0.0
3659,0.0
3660,1.0
3661,0.0
3662,0.0
3663,0.0
3664,1.0
3665,0.0
3666,1.0
3667,0.0
3668,0.0
3669,1.0
3670,0.0
3671,0.0
3672,1.0
3673,1.0
3674,1.0
3675,1.0
3676,0.0
3677,0.0
3678,0.0
3679,1.0
3680,0.0
3681,0.0
3682,0.0
3683,0.0
3684,0.0
3685,0.0
3686,0.0
3687,0.0
3688,0.0
3689,1.0
3690,1.0
3691,0.0
3692,0.0
3693,1.0
3694,1.0
3695,0.0
3696,0.0
3697,0.0
3698,1.0
3699,0.0
3700,0.0
3701,0.0
3702,1.0
3703,0.0
3704,1.0
3705,1.0
3706,0.0
3707,1.0
3708,1.0
3709,1.0
3710,0.0
3711,0.0
3712,0.0
3713,0.0
3714,1.0
3715,1.0
3716,1.0
3717,1.0
3718,1.0
3719,1.0
3720,1.0
3721,1.0
3722,0.0
3723,0.0
3724,0.0
3725,1.0
3726,1.0
3727,1.0
3728,0.0
3729,1.0
3730,1.0
3731,1.0
3732,1.0
3733,1.0
3734,0.0
3735,1.0
3736,1.0
3737,0.0
3738,0.0
3739,0.0
3740,1.0
3741,1.0
3742,1.0
3743,1.0
3744,0.0
3745,0.0
3746,0.0
3747,0.0
3748,0.0
3749,0.0
3750,1.0
3751,0.0
3752,1.0
3753,1.0
3754,0.0
3755,1.0
3756,0.0
3757,1.0
3758,0.0
3759,0.0
3760,1.0
3761,0.0
3762,0.0
3763,1.0
3764,0.0
3765,0.0
3766,0.0
3767,0.0
3768,1.0
3769,0.0
3770,1.0
3771,1.0
3772,0.0
3773,1.0
3774,1.0
3775,0.0
3776,0.0
3777,0.0
3778,0.0
3779,0.0
3780,0.0
3781,0.0
3782,0.0
3783,1.0
3784,0.0
3785,0.0
3786,0.0
3787,0.0
3788,1.0
3789,1.0
3790,0.0
3791,1.0
3792,1.0
3793,0.0
3794,1.0
3795,1.0
3796,1.0
3797,0.0
3798,1.0
3799,0.0
3800,0.0
3801,0.0
3802,0.0
3803,1.0
3804,0.0
3805,1.0
3806,0.0
3807,0.0
3808,1.0
3809,1.0
3810,0.0
3811,1.0
3812,1.0
3813,1.0
3814,1.0
3815,1.0
3816,1.0
3817,1.0
3818,0.0
3819,1.0
3820,1.0
3821,1.0
3822,0.0
3823,1.0
3824,1.0
3825,0.0
3826,0.0
3827,0.0
3828,1.0
3829,0.0
3830,0.0
3831,0.0
3832,0.0
3833,0.0
3834,0.0
3835,1.0
3836,0.0
3837,1.0
3838,0.0
3839,1.0
3840,0.0
3841,1.0
3842,0.0
3843,0.0
3844,0.0
3845,0.0
3846,0.0
3847,1.0
3848,0.0
3849,1.0
3850,0.0
3851,1.0
3852,0.0
3853,1.0
3854,0.0
3855,0.0
3856,1.0
3857,0.0
3858,1.0
3859,1.0
3860,0.0
3861,1.0
3862,1.0
3863,0.0
3864,0.0
3865,1.0
3866,0.0
3867,1.0
3868,1.0
3869,0.0
3870,1.0
3871,1.0
3872,1.0
3873,0.0
3874,0.0
3875,1.0
3876,0.0
3877,0.0
3878,0.0
3879,0.0
3880,0.0
3881,1.0
3882,1.0
3883,0.0
3884,1.0
3885,1.0
3886,1.0
3887,0.0
3888,0.0
3889,1.0
3890,1.0
3891,0.0
3892,0.0
3893,0.0
3894,0.0
3895,1.0
3896,1.0
3897,1.0
3898,0.0
3899,0.0
3900,1.0
3901,1.0
3902,0.0
3903,1.0
3904,1.0
3905,0.0
3906,1.0
3907,0.0
3908,1.0
3909,0.0
3910,1.0
3911,1.0
3912,0.0
3913,0.0
3914,1.0
3915,1.0
3916,1.0
3917,0.0
3918,1.0
3919,0.0
3920,0.0
3921,0.0
3922,1.0
3923,0.0
3924,0.0
3925,0.0
3926,1.0
3927,0.0
3928,0.0
3929,0.0
3930,0.0
3931,1.0
3932,1.0
3933,1.0
3934,1.0
3935,1.0
3936,0.0
3937,0.0
3938,1.0
3939,1.0
3940,0.0
3941,0.0
3942,1.0
3943,0.0
3944,1.0
3945,1.0
3946,0.0
3947,1.0
3948,1.0
3949,1.0
3950,1.0
3951,0.0
3952,1.0
3953,0.0
3954,1.0
3955,0.0
3956,0.0
3957,0.0
3958,1.0
3959,1.0
3960,1.0
3961,1.0
3962,0.0
3963,0.0
3964,0.0
3965,1.0
3966,1.0
3967,0.0
3968,0.0
3969,0.0
3970,0.0
3971,0.0
3972,1.0
3973,0.0
3974,0.0
3975,0.0
3976,1.0
3977,0.0
3978,1.0
3979,1.0
3980,1.0
3981,1.0
3982,1.0
3983,1.0
3984,0.0
3985,0.0
3986,1.0
3987,1.0
3988,0.0
3989,1.0
3990,0.0
3991,0.0
3992,0.0
3993,1.0
3994,1.0
3995,1.0
3996,0.0
3997,1.0
3998,1.0
